entry_time,exit_time,direction,strike_price,entry_price_cents,exit_price_cents,bet_size,contracts,pnl_dollars,pnl_pct,exit_reason,momentum_at_entry,confidence_at_entry,edge_at_entry,btc_price_at_entry,hold_candles,peak_pnl_pct
2017-08-19T16:00:00,2017-08-19T16:00:00,NO,3972.05,50.0,35.0,18.75,37,-5.55,-30.0,stop_loss,-0.1165,0.208,0.13,3972.05,1,0.0
2017-08-19T16:00:00,2017-08-19T16:00:00,NO,3952.19,26.28,18.4,18.75,71,-5.5981,-30.0,stop_loss,-0.1165,0.208,0.3672,3972.05,1,0.0
2017-08-23T12:45:00,2017-08-23T12:45:00,NO,4241.8,50.0,75.0,3.12,6,1.5,50.0,take_profit,-0.4265,0.28,0.193,4241.8,1,50.0
2017-08-23T12:45:00,2017-08-23T12:45:00,NO,4220.59,22.21,33.31,3.12,14,1.5546,50.0,take_profit,-0.4265,0.28,0.4709,4241.8,1,50.0
2017-08-23T13:15:00,2017-08-23T13:15:00,NO,4216.8,50.0,75.0,25.0,50,12.5,50.0,take_profit,-0.4391,0.224,0.172,4216.8,1,50.0
2017-08-23T13:15:00,2017-08-23T13:15:00,NO,4195.72,22.47,33.7,25.0,111,12.4685,50.0,take_profit,-0.4391,0.224,0.4473,4216.8,1,50.0
2017-08-24T17:30:00,2017-08-24T17:30:00,NO,4202.06,50.0,72.5,18.75,37,8.325,45.0,take_profit,-0.3789,0.224,0.172,4202.06,1,45.0
2017-08-24T17:30:00,2017-08-24T17:30:00,NO,4181.05,5.0,7.25,7.12,142,3.195,45.0,take_profit,-0.3789,0.224,0.622,4202.06,1,45.0
2017-08-24T21:15:00,2017-08-24T21:15:00,NO,4230.0,50.0,72.5,9.38,18,4.05,45.0,take_profit,-0.3647,0.224,0.172,4230.0,1,45.0
2017-08-24T21:15:00,2017-08-24T21:15:00,NO,4208.85,11.13,16.14,7.69,69,3.4555,45.0,take_profit,-0.3647,0.224,0.5607,4230.0,1,45.0
2017-08-24T21:30:00,2017-08-24T21:30:00,NO,4205.87,50.0,35.0,9.38,18,-2.7,-30.0,stop_loss,0.0644,0.216,0.105,4205.87,1,0.0
2017-08-24T21:30:00,2017-08-24T21:30:00,NO,4184.84,12.25,8.58,7.31,59,-2.1688,-30.0,stop_loss,0.0644,0.216,0.4825,4205.87,1,0.0
2017-08-25T10:45:00,2017-08-25T10:45:00,NO,4334.79,50.0,75.0,12.5,25,6.25,50.0,take_profit,-0.4484,0.224,0.172,4334.79,1,50.0
2017-08-25T10:45:00,2017-08-25T10:45:00,NO,4313.12,5.04,7.56,4.75,94,2.3694,50.0,take_profit,-0.4484,0.224,0.6216,4334.79,1,50.0
2017-08-25T12:30:00,2017-08-25T12:30:00,NO,4317.67,50.0,72.5,9.38,18,4.05,45.0,take_profit,-0.1323,0.208,0.13,4317.67,1,45.0
2017-08-25T12:30:00,2017-08-25T12:30:00,NO,4296.08,8.56,12.41,5.62,65,2.5044,45.0,take_profit,-0.1323,0.208,0.5444,4317.67,1,45.0
2017-08-26T02:30:00,2017-08-26T02:30:00,YES,4281.95,14.98,21.72,14.06,93,6.2674,45.0,take_profit,0.3165,0.216,0.5172,4260.65,1,45.0
2017-08-26T02:30:00,2017-08-26T02:30:00,YES,4260.65,50.0,72.5,14.06,28,6.3,45.0,take_profit,0.3165,0.216,0.167,4260.65,1,45.0
2017-08-28T06:30:00,2017-08-28T06:30:00,YES,4292.38,30.87,20.06,12.5,40,-4.3214,-35.0,stop_loss,0.4484,0.216,0.3583,4271.02,1,0.0
2017-08-28T06:30:00,2017-08-28T06:30:00,YES,4271.02,50.0,32.5,12.5,25,-4.375,-35.0,stop_loss,0.4484,0.216,0.167,4271.02,1,0.0
2017-08-29T02:30:00,2017-08-29T02:30:00,NO,4325.28,50.0,32.5,18.75,37,-6.475,-35.0,stop_loss,-0.3243,0.224,0.172,4325.28,1,0.0
2017-08-29T02:30:00,2017-08-29T02:30:00,NO,4303.65,19.68,12.79,18.75,95,-6.5435,-35.0,stop_loss,-0.3243,0.224,0.4752,4325.28,1,0.0
2017-09-02T22:30:00,2017-09-02T22:30:00,YES,4442.1,34.26,51.4,3.12,9,1.5419,50.0,take_profit,0.3719,0.272,0.3454,4420.0,1,50.0
2017-09-02T22:30:00,2017-09-02T22:30:00,YES,4420.0,50.0,75.0,3.12,6,1.5,50.0,take_profit,0.3719,0.272,0.188,4420.0,1,50.0
2017-09-02T22:30:00,2017-09-02T22:30:00,YES,4397.9,65.74,0.0,2.19,3,-1.9721,-100.0,expired,0.3719,0.272,0.0306,4420.0,1,0.0
2017-09-03T06:30:00,2017-09-03T06:30:00,NO,4679.14,50.0,72.5,9.38,18,4.05,45.0,take_profit,-0.1767,0.208,0.13,4679.14,1,45.0
2017-09-03T06:30:00,2017-09-03T06:30:00,NO,4655.74,26.79,38.84,9.38,34,4.0986,45.0,take_profit,-0.1767,0.208,0.3621,4679.14,1,45.0
2017-09-03T06:45:00,2017-09-03T06:45:00,NO,4652.0,50.0,72.5,9.38,18,4.05,45.0,take_profit,-0.5565,0.224,0.172,4652.0,1,45.0
2017-09-03T06:45:00,2017-09-03T06:45:00,NO,4628.74,27.64,40.07,9.38,33,4.1039,45.0,take_profit,-0.5565,0.224,0.3956,4652.0,1,45.0
2017-09-03T08:00:00,2017-09-03T08:00:00,NO,4610.52,50.0,35.0,9.38,18,-2.7,-30.0,stop_loss,-0.1242,0.216,0.149,4610.52,1,0.0
2017-09-03T08:00:00,2017-09-03T08:00:00,NO,4587.47,23.45,16.41,9.38,39,-2.7434,-30.0,stop_loss,-0.1242,0.216,0.4145,4610.52,1,0.0
2017-09-03T15:00:00,2017-09-03T15:00:00,YES,4410.74,30.78,44.63,18.75,60,8.3113,45.0,take_profit,0.5103,0.216,0.3592,4388.8,1,45.0
2017-09-03T15:00:00,2017-09-03T15:00:00,YES,4388.8,50.0,72.5,18.75,37,8.325,45.0,take_profit,0.5103,0.216,0.167,4388.8,1,45.0
2017-09-03T15:15:00,2017-09-03T15:15:00,YES,4390.96,30.51,44.24,18.75,61,8.3746,45.0,take_profit,0.642,0.216,0.3619,4369.11,1,45.0
2017-09-03T15:15:00,2017-09-03T15:15:00,YES,4369.11,50.0,72.5,18.75,37,8.325,45.0,take_profit,0.642,0.216,0.167,4369.11,1,45.0
2017-09-03T15:30:00,2017-09-03T15:30:00,YES,4454.96,30.64,21.45,18.75,61,-5.6068,-30.0,stop_loss,0.3014,0.272,0.3816,4432.8,1,0.0
2017-09-03T15:30:00,2017-09-03T15:30:00,YES,4432.8,50.0,35.0,18.75,37,-5.55,-30.0,stop_loss,0.3014,0.272,0.188,4432.8,1,0.0
2017-09-04T09:00:00,2017-09-04T09:00:00,YES,4387.13,40.73,0.0,12.5,30,-12.2205,-100.0,expired,0.354,0.216,0.2597,4365.3,1,0.0
2017-09-04T09:00:00,2017-09-04T09:00:00,YES,4365.3,50.0,0.0,12.5,25,-12.5,-100.0,expired,0.354,0.216,0.167,4365.3,1,0.0
2017-09-04T09:00:00,2017-09-04T09:00:00,YES,4343.47,59.27,0.0,12.5,21,-12.4457,-100.0,expired,0.354,0.216,0.0743,4365.3,1,0.0
2017-09-04T13:30:00,2017-09-04T13:30:00,YES,4221.17,35.67,53.5,25.0,70,12.4844,50.0,take_profit,0.646,0.216,0.3103,4200.17,1,50.0
2017-09-04T13:30:00,2017-09-04T13:30:00,YES,4200.17,50.0,75.0,25.0,50,12.5,50.0,take_profit,0.646,0.216,0.167,4200.17,1,50.0
2017-09-04T13:45:00,2017-09-04T13:45:00,YES,4321.5,35.69,23.2,25.0,70,-8.7438,-35.0,stop_loss,0.3529,0.216,0.3101,4300.0,1,0.0
2017-09-04T13:45:00,2017-09-04T13:45:00,YES,4300.0,50.0,0.0,25.0,50,-25.0,-100.0,expired,0.3529,0.216,0.167,4300.0,1,0.0
2017-09-04T18:30:00,2017-09-04T18:30:00,YES,4060.36,31.31,46.97,25.0,79,12.3691,50.0,take_profit,0.6712,0.216,0.3539,4040.16,1,50.0
2017-09-04T18:30:00,2017-09-04T18:30:00,YES,4040.16,50.0,75.0,25.0,50,12.5,50.0,take_profit,0.6712,0.216,0.167,4040.16,1,50.0
2017-09-04T23:00:00,2017-09-04T23:00:00,NO,4131.88,50.0,35.0,9.38,18,-2.7,-30.0,stop_loss,-0.4066,0.224,0.172,4131.88,1,0.0
2017-09-04T23:00:00,2017-09-04T23:00:00,NO,4111.22,31.0,21.7,9.38,30,-2.7896,-30.0,stop_loss,-0.4066,0.224,0.362,4131.88,1,0.0
